area,building,building_floors,chamber,construction_year,floor,market,price,standard,url
291.0,kamienica,4.0,10,,1.0,wtórny,905000.0,do remontu,https://www.otodom.pl/oferta/duze-mieszkanie-do-remontu-przy-rynku-ID3Xnlm.html#67a7b321fc
46.0,apartamentowiec,14.0,2,2020.0,3.0,pierwotny,295000.0,do wykończenia,https://www.otodom.pl/oferta/nowoczesny-apartament-2-pok-0-pcc-bez-prowizji-ID3YP1m.html#7856e860dd
70.0,apartamentowiec,14.0,4,2020.0,4.0,pierwotny,455000.0,do wykończenia,https://www.otodom.pl/oferta/apartament-4pok-sliczny-widok-0-pcc-bez-prowizj-ID3YP9a.html#7856e860dd
30.94,apartamentowiec,,2,,2.0,wtórny,303212.0,do wykończenia,https://www.otodom.pl/oferta/oferta-deweloperska-kawalerka-debowe-tarasy-ID3YP9u.html#7856e860dd
36.72,apartamentowiec,10.0,2,2019.0,3.0,wtórny,227664.0,do wykończenia,https://www.otodom.pl/oferta/oferta-deweloperska-brak-2-pcc-nowe-z-balkonem-ID3YP9y.html#7856e860dd
50.0,apartamentowiec,14.0,3,2020.0,4.0,pierwotny,325000.0,do wykończenia,https://www.otodom.pl/oferta/nowoczesny-apartament-3-pok-0-pcc-bez-prowizji-ID3YP7S.html#7856e860dd
49.53,apartamentowiec,10.0,3,2019.0,3.0,wtórny,282321.0,do wykończenia,https://www.otodom.pl/oferta/oferta-deweloperska-brak-2-pcc-nowe-z-balkonem-ID3YP9C.html#7856e860dd
59.07,apartamentowiec,10.0,4,2019.0,3.0,wtórny,348513.0,do wykończenia,https://www.otodom.pl/oferta/oferta-deweloperska-brak-2-pcc-nowe-z-balkonem-ID3YP9G.html#7856e860dd
80.0,apartamentowiec,14.0,4,2020.0,1.0,pierwotny,495000.0,do wykończenia,https://www.otodom.pl/oferta/apartament-4-pok-2-balkony-0-pcc-brak-prowizji-ID3YPa8.html#7856e860dd
140.0,apartamentowiec,14.0,5,2020.0,10.0,pierwotny,1099000.0,do wykończenia,https://www.otodom.pl/oferta/apartament-140m2-taras100m2-0-pcc-brak-prowizji-ID3YPcs.html#7856e860dd
94.0,apartamentowiec,14.0,4,2020.0,11.0,pierwotny,685000.0,do wykończenia,https://www.otodom.pl/oferta/apartament-4pok-taras-i-balkon-0-pcc-bez-prowiz-ID3YPb2.html#7856e860dd
64.71,blok,3.0,3,1960.0,0.0,wtórny,425000.0,do zamieszkania,https://www.otodom.pl/oferta/doskonala-lokalizacja-z-wyposazeniem-ID3YPEQ.html#7856e860dd
53.0,blok,4.0,3,,4.0,wtórny,259000.0,,https://www.otodom.pl/oferta/katowice-ul-sloneczna-od-zaraz-ID3YPFe.html#7856e860dd
68.43,blok,3.0,2,,0.0,wtórny,175000.0,do zamieszkania,https://www.otodom.pl/oferta/dabrowka-mala-katowice-po-remoncie-ID3YPFu.html#7856e860dd
70.0,blok,4.0,4,1994.0,4.0,wtórny,370000.0,do zamieszkania,https://www.otodom.pl/oferta/ul-jesionowa-spokojna-okolica-ID3YPFV.html#7856e860dd
71.88,kamienica,4.0,3,,4.0,wtórny,420000.0,do zamieszkania,https://www.otodom.pl/oferta/super-lokalizacja-z-najemca-wyposazone-ID3YPF6.html#7856e860dd
31.0,apartamentowiec,5.0,1,2019.0,0.0,pierwotny,144000.0,do wykończenia,https://www.otodom.pl/oferta/okazja-kawalerka-w-apartamentowcu-kostuchna-ID3YPQo.html#7856e860dd
90.0,apartamentowiec,4.0,4,2019.0,4.0,pierwotny,664880.0,do wykończenia,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-z-duzym-tarasem-bazantow-ID3YPOv.html#7856e860dd
61.2,apartamentowiec,4.0,3,2019.0,0.0,pierwotny,422418.0,do wykończenia,https://www.otodom.pl/oferta/nowe-mieszkanie-z-duzym-ogrodem-bazantow-ID3YPQg.html#7856e860dd
47.2,blok,15.0,2,,11.0,wtórny,299000.0,do zamieszkania,https://www.otodom.pl/oferta/superjednostka-doskonala-lokalizacja-ID3YPG4.html#7856e860dd
64.5,apartamentowiec,4.0,3,2019.0,0.0,pierwotny,413190.0,do wykończenia,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-z-duzym-ogrodem-bazantow-ID3YPOA.html#7856e860dd
49.13,apartamentowiec,10.0,3,2019.0,6.0,pierwotny,280041.0,do wykończenia,https://www.otodom.pl/oferta/nowe-sloneczn-3-pokojowe-mieszkanie-bazantow-ID3YPQs.html#7856e860dd
48.38,apartamentowiec,10.0,3,2019.0,2.0,pierwotny,275766.0,do wykończenia,https://www.otodom.pl/oferta/nowe-sloneczne-bazantowo-ID3YPQv.html#7856e860dd
34.24,apartamentowiec,5.0,2,,4.0,pierwotny,251664.0,do wykończenia,https://www.otodom.pl/oferta/nowa-inwestycja-mieszkania-przy-parku-slaskim-ID3VHLa.html#811ff627c6
112.5,,5.0,3,,4.0,wtórny,665000.0,,https://www.otodom.pl/oferta/katowice-okolice-ul-jordana-ID3VITy.html#811ff627c6
90.9,apartamentowiec,5.0,4,2019.0,1.0,pierwotny,509040.0,do wykończenia,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-w-katowicach-welnowiec-ID3VJGo.html#811ff627c6
28.2,apartamentowiec,,1,,2.0,wtórny,276360.0,do wykończenia,https://www.otodom.pl/oferta/oferta-deweloperska-kawalerka-debowe-tarasy-ID3YP9S.html#7856e860dd
138.8,apartamentowiec,17.0,5,2021.0,11.0,pierwotny,1113870.0,do wykończenia,https://www.otodom.pl/oferta/5-pokojowy-apartament-na-osiedlu-tysiaclecia-ID3VJGs.html#811ff627c6
54.4,blok,24.0,3,1980.0,8.0,wtórny,295000.0,do zamieszkania,https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-katowice-gwiazdy-ID3VIUI.html#811ff627c6
25.0,blok,10.0,1,,10.0,wtórny,147000.0,do zamieszkania,https://www.otodom.pl/oferta/kawalerka-po-generalnym-remoncie-katowice-ID3VJfO.html#811ff627c6
95.0,kamienica,6.0,3,,2.0,wtórny,365000.0,do remontu,https://www.otodom.pl/oferta/mieszkanie-w-scislym-centrum-95-m2-ID3VIDa.html#811ff627c6
71.6,blok,4.0,3,2019.0,4.0,pierwotny,387000.0,do wykończenia,https://www.otodom.pl/oferta/duze-i-nowe-m3-gotowe-w-maju-ID3VK44.html#811ff627c6
92.0,blok,4.0,4,2019.0,4.0,pierwotny,498106.0,do wykończenia,https://www.otodom.pl/oferta/nowoczesny-piekny-i-duzy-apartament-4-pokoje-ID3VK40.html#811ff627c6
40.81,blok,3.0,2,2020.0,3.0,pierwotny,247356.0,do wykończenia,https://www.otodom.pl/oferta/nowe-mieszkania-premier-park-mc16-ID3VJPS.html#811ff627c6
61.0,blok,4.0,3,2019.0,1.0,pierwotny,326000.0,do wykończenia,https://www.otodom.pl/oferta/m3-z-duzym-salonem-bazantowo-ID3VK4c.html#811ff627c6
52.8,kamienica,1.0,2,,1.0,wtórny,99000.0,do remontu,https://www.otodom.pl/oferta/mieszkanie-52-80-m-katowice-ID3VKDC.html#811ff627c6
110.0,kamienica,5.0,5,,3.0,wtórny,499000.0,do zamieszkania,https://www.otodom.pl/oferta/centrum-slowackiego-pieciopokojowe-inwestycyjne-ID3VLeA.html#811ff627c6
52.8,kamienica,1.0,2,,1.0,wtórny,109000.0,do remontu,https://www.otodom.pl/oferta/mieszkanie-52-80-m-katowice-ID3VKDy.html#811ff627c6
86.0,,,4,,1.0,wtórny,320000.0,,https://www.otodom.pl/oferta/mieszkanie-inwestycyjne-ID3VLzy.html#811ff627c6
49.1,apartamentowiec,10.0,3,2019.0,5.0,pierwotny,260300.0,do wykończenia,https://www.otodom.pl/oferta/nowoczesny-komfortowy-w-nowej-dzielnicy-bazantow-ID3VLrV.html#811ff627c6
41.44,apartamentowiec,10.0,2,2019.0,4.0,pierwotny,227705.0,do wykończenia,https://www.otodom.pl/oferta/nowy-wygodny-apartament-inwestycja-ID3VLAA.html#811ff627c6
53.9,apartamentowiec,10.0,3,2019.0,2.0,pierwotny,296500.0,do wykończenia,https://www.otodom.pl/oferta/nowoczesny-komfortowy-w-nowej-dzielnicy-bazantow-ID3VLAI.html#811ff627c6
32.83,kamienica,,1,,3.0,wtórny,196980.0,do remontu,https://www.otodom.pl/oferta/kawalerka-0-prowizji-oferta-wlasciciela-ID3VLM4.html#811ff627c6
64.0,blok,5.0,3,,5.0,wtórny,250000.0,do zamieszkania,https://www.otodom.pl/oferta/mieszkanie-3-pokoje-piotrowice-ul-radockiego-ID3VNH2.html#811ff627c6
42.0,,11.0,2,1980.0,2.0,wtórny,227000.0,do zamieszkania,https://www.otodom.pl/oferta/tysiaclecie-42-mkw-2-pokoje-cicha-okolica-ID3VOmU.html#811ff627c6
41.4,apartamentowiec,8.0,2,2019.0,2.0,pierwotny,308010.0,do wykończenia,https://www.otodom.pl/oferta/twoje-m2-przy-dolinie-3-stawow-0-prowizji-ID3VOu0.html#811ff627c6
49.0,blok,10.0,2,,1.0,wtórny,203000.0,,https://www.otodom.pl/oferta/katowice-giszowiec-ul-adama-ID3VNRC.html#811ff627c6
42.28,,,2,,,pierwotny,271000.0,,https://www.otodom.pl/oferta/nowe-ptasie-mieszkania-od-30-do-150m2-park-las-ID3YQ2U.html#7856e860dd
131.68,,,5,,,pierwotny,935000.0,,https://www.otodom.pl/oferta/luksusowy-apartament-nowe-ptasie-park-las-0-pcc-ID3YQ1K.html#7856e860dd
50.0,apartamentowiec,5.0,3,,3.0,pierwotny,370000.0,,https://www.otodom.pl/oferta/nowe-debowe-tarasy-0-pcc-bezposrednio-ID3YQgs.html#7856e860dd
41.4,apartamentowiec,8.0,2,2019.0,6.0,pierwotny,312175.0,do wykończenia,https://www.otodom.pl/oferta/0-prowizji-zarezerwuj-juz-dzis-ID3VOtS.html#811ff627c6
64.0,,2.0,3,,,wtórny,410000.0,,https://www.otodom.pl/oferta/mieszkanie-64-m-katowice-ID3YQp6.html#7856e860dd
61.0,blok,10.0,3,,8.0,wtórny,295000.0,,https://www.otodom.pl/oferta/mieszkanie-61-m-katowice-ID3YQpa.html#7856e860dd
60.0,apartamentowiec,5.0,4,,2.0,pierwotny,420000.0,,https://www.otodom.pl/oferta/4pok-nowe-debowe-tarasy-0-pcc-bezposrednio-ID3YQgE.html#7856e860dd
79.73,blok,10.0,3,,9.0,wtórny,287000.0,do remontu,https://www.otodom.pl/oferta/wyjatkowo-przestronne-3-pokoje-ID3X2jC.html#7fa27843dc
27.53,blok,6.0,1,,0.0,pierwotny,178945.0,,https://www.otodom.pl/oferta/przytulna-kawalerka-od-dewelopera-27-53m2-ID3YQdC.html#7856e860dd
56.7,blok,14.0,3,,,wtórny,320000.0,do remontu,https://www.otodom.pl/oferta/3-pokoje-blisko-parku-slaskiego-ID3V3uk.html#7fa27843dc
65.21,,2.0,3,2014.0,1.0,wtórny,469500.0,do zamieszkania,https://www.otodom.pl/oferta/mieszkanie-65-21-m-katowice-ID3V2f6.html#7fa27843dc
40.81,blok,3.0,2,2020.0,2.0,pierwotny,242320.0,do wykończenia,https://www.otodom.pl/oferta/nowosc-wlasnie-rusza-sprzedaz-mieszkan-mc11-ID3VOCY.html#811ff627c6
36.0,apartamentowiec,8.0,3,2019.0,0.0,pierwotny,295000.0,do wykończenia,https://www.otodom.pl/oferta/mieszkanie-z-widokiem-na-3-stawy-uwaga-ostatnie-ID3VOug.html#811ff627c6
53.6,apartamentowiec,8.0,3,2019.0,0.0,pierwotny,406216.0,do wykończenia,https://www.otodom.pl/oferta/mieszkanie-z-tarasem-dolina-3-stawow-ID3VOu4.html#811ff627c6
47.78,apartamentowiec,4.0,3,,1.0,pierwotny,341627.0,do wykończenia,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-swietna-lokalizacja-ID3VPEs.html#811ff627c6
46.0,apartamentowiec,8.0,2,2019.0,1.0,pierwotny,321446.0,do wykończenia,https://www.otodom.pl/oferta/ustawne-bardzo-ladne-mieszkanie-2-pok-ID3VOuc.html#811ff627c6
77.5,apartamentowiec,3.0,3,2012.0,3.0,wtórny,545000.0,do zamieszkania,https://www.otodom.pl/oferta/przepiekny-2-poziomowy-apartament-przy-lesie-ID3VQAE.html#811ff627c6
46.73,blok,4.0,3,,3.0,wtórny,229000.0,do remontu,https://www.otodom.pl/oferta/katowice-os-dab-3-pokoje-w-dobrej-cenie-ID3VR4c.html#811ff627c6
60.39,blok,4.0,3,,,wtórny,299900.0,,https://www.otodom.pl/oferta/mieszkanie-60-39-m-katowice-ID3VRp2.html#811ff627c6
28.23,apartamentowiec,4.0,1,,2.0,pierwotny,273831.0,do wykończenia,https://www.otodom.pl/oferta/nowe-mieszkanie-kawalerka-swietna-inwestycja-ID3VR3i.html#811ff627c6
36.21,apartamentowiec,8.0,2,,0.0,pierwotny,295112.0,do wykończenia,https://www.otodom.pl/oferta/zamieszkaj-w-dolinie-3-stawow-ID3VS4v.html#811ff627c6
33.0,,4.0,1,,1.0,wtórny,199000.0,,https://www.otodom.pl/oferta/katowice-ul-adamskiego-ID3Vt7G.html#811ff627c6
72.12,,10.0,4,,9.0,wtórny,315000.0,do zamieszkania,https://www.otodom.pl/oferta/ciekawe-4-pokojowe-mieszkanie-katowice-jankego-ID3VTfa.html#811ff627c6
37.0,blok,10.0,2,1980.0,9.0,wtórny,170000.0,,https://www.otodom.pl/oferta/mieszkanie-37-m-katowice-ID3VTbq.html#811ff627c6
65.64,blok,2.0,4,,1.0,pierwotny,397122.0,,https://www.otodom.pl/oferta/ustawne-mieszkanie-z-loggia-katowice-65m2-ID3Rc4g.html#811ff627c6
41.0,kamienica,4.0,2,,2.0,wtórny,175000.0,do zamieszkania,https://www.otodom.pl/oferta/mieszkanie-2-pokoje-41m2-katowice-zawodzie-ID3VUJO.html#811ff627c6
72.12,blok,10.0,4,1980.0,9.0,wtórny,315000.0,do zamieszkania,https://www.otodom.pl/oferta/katowice-piotrowice-4-pokoje-ID3VTJK.html#811ff627c6
40.0,blok,4.0,2,,,wtórny,239000.0,,https://www.otodom.pl/oferta/przestronne-z-oknami-na-wschod-i-zachod-ID3VU6A.html#811ff627c6
52.0,blok,3.0,2,,2.0,wtórny,194000.0,,https://www.otodom.pl/oferta/nowa-cena-swiezo-po-generalnym-remoncie-ID3VU5C.html#811ff627c6
74.0,apartamentowiec,2.0,3,,2.0,wtórny,385000.0,do zamieszkania,https://www.otodom.pl/oferta/mieszkanie-74-m-katowice-ID3VVBe.html#811ff627c6
67.59,kamienica,4.0,2,1905.0,4.0,wtórny,378504.0,do wykończenia,https://www.otodom.pl/oferta/mieszkania-przy-dworcu-pkp-ID3MJaA.html#811ff627c6
61.88,,3.0,3,,2.0,wtórny,390000.0,do zamieszkania,https://www.otodom.pl/oferta/mieszkanie-61-88-m-katowice-ID3VW7i.html#811ff627c6
101.0,kamienica,4.0,3,,3.0,wtórny,380000.0,do remontu,https://www.otodom.pl/oferta/3-pokojowe-101-m2-srodmiescie-katowic-ID3VVys.html#811ff627c6
64.0,apartamentowiec,4.0,2,2015.0,0.0,wtórny,435000.0,do zamieszkania,https://www.otodom.pl/oferta/mieszkanie-64m2-o-ogrodkiem-katowice-ligota-park-ID3VVEE.html#811ff627c6
35.0,kamienica,3.0,2,1955.0,2.0,wtórny,165000.0,do zamieszkania,https://www.otodom.pl/oferta/inwestycja-niski-czynsz-ID3NRK4.html#811ff627c6
90.0,apartamentowiec,3.0,3,,0.0,wtórny,700000.0,do zamieszkania,https://www.otodom.pl/oferta/mieszkanie-90-m-katowice-ID3VXvI.html#811ff627c6
39.46,blok,5.0,2,2019.0,0.0,pierwotny,246625.0,do wykończenia,https://www.otodom.pl/oferta/mieszkanie-na-parterze-40m2-0-prowizji-ID3Xrnq.html#0b3ded648d
44.0,blok,10.0,4,1980.0,3.0,wtórny,299000.0,do zamieszkania,https://www.otodom.pl/oferta/idealne-pod-inwestycje-stan-idealny-po-remoncie-ID3XrwC.html#0b3ded648d
60.0,,13.0,3,,5.0,wtórny,320000.0,do zamieszkania,https://www.otodom.pl/oferta/przytulne-cieple-mieszkanie-wlasnie-dla-ciebie-ID3TLyI.html#0b3ded648d
53.12,blok,5.0,3,2019.0,0.0,pierwotny,321376.0,do wykończenia,https://www.otodom.pl/oferta/nowe-mieszkanie-na-parterze-0-prowizji-ID3Xrzq.html#0b3ded648d
55.4,blok,2.0,3,,2.0,pierwotny,351790.0,,https://www.otodom.pl/oferta/komfortowe-mieszkanie-z-loggia-ID3Rc4U.html#0b3ded648d
58.0,apartamentowiec,5.0,2,2010.0,3.0,wtórny,390000.0,do zamieszkania,https://www.otodom.pl/oferta/ligota-park-brynow-mieszkanie-pod-klucz-miejsc-ID3XrQ8.html#0b3ded648d
25.62,blok,5.0,1,2019.0,1.0,pierwotny,180621.0,do wykończenia,https://www.otodom.pl/oferta/mieszkanie-z-super-ukladem-sloneczne-0-prowizji-ID3Xrzy.html#0b3ded648d
82.28,apartamentowiec,5.0,4,2020.0,3.0,pierwotny,560000.0,do wykończenia,https://www.otodom.pl/oferta/nowe-ptasie-zamieszkaj-w-okolicy-lasu-i-parku-ID3Xsw2.html#0b3ded648d
25.95,blok,3.0,1,2020.0,2.0,pierwotny,160194.0,do wykończenia,https://www.otodom.pl/oferta/inwestycja-idealna-nowe-grand-house-mb13-ID3Xtti.html#0b3ded648d
53.7,,,2,,11.0,wtórny,245000.0,do remontu,https://www.otodom.pl/oferta/m-3-na-chrobrego-os-tysiaclecia-ID3XsYQ.html#0b3ded648d
61.0,blok,18.0,2,,11.0,wtórny,308500.0,do wykończenia,https://www.otodom.pl/oferta/mieszkanie-61-m-katowice-ID3XsPm.html#0b3ded648d
43.0,blok,4.0,2,,1.0,wtórny,199000.0,do wykończenia,https://www.otodom.pl/oferta/katowice-dabrowka-mala-ul-pogodna-ID3Xttm.html#0b3ded648d
74.36,blok,3.0,4,2020.0,2.0,pierwotny,440260.0,do wykończenia,https://www.otodom.pl/oferta/tylko-3-takie-mieszkania-w-calej-inwestycji-ma17-ID3XtxS.html#0b3ded648d
30.3,apartamentowiec,4.0,1,2020.0,3.0,pierwotny,195000.0,do wykończenia,https://www.otodom.pl/oferta/nowe-ptasie-zamieszkaj-w-okolicy-lasu-i-parku-ID3Xsz6.html#0b3ded648d
45.0,apartamentowiec,10.0,3,2019.0,5.0,pierwotny,240624.0,do wykończenia,https://www.otodom.pl/oferta/apartament-lux-3-pok-0-pcc-brak-prowizji-ID3X14Y.html#0b3ded648d
47.0,apartamentowiec,5.0,2,2019.0,3.0,pierwotny,281000.0,,https://www.otodom.pl/oferta/biuro-sprzedazy-oferta-bezposrednia-0-prowizji-ID3X7Qc.html#0b3ded648d
41.0,apartamentowiec,8.0,2,,2.0,pierwotny,304000.0,,https://www.otodom.pl/oferta/lux-2pok-ogromny-balkon-przy-samej-dolinie-0-pcc-ID3X7PC.html#0b3ded648d
42.0,apartamentowiec,8.0,2,2019.0,8.0,pierwotny,299000.0,do wykończenia,https://www.otodom.pl/oferta/ostatnie-m-na-8-pietrze-0-pcc-swietny-widok-ID3X7Oo.html#0b3ded648d
40.0,apartamentowiec,10.0,2,2019.0,1.0,pierwotny,228984.0,do wykończenia,https://www.otodom.pl/oferta/piekny-apart-w-otoczeniu-zieleni-0-pcc-bez-prowizj-ID3X19V.html#0b3ded648d
51.0,apartamentowiec,5.0,2,2019.0,2.0,pierwotny,310000.0,do wykończenia,https://www.otodom.pl/oferta/nowoczesny-apartament-2-pok-0-pcc-bez-prowizji-ID3X2PG.html#0b3ded648d
38.0,apartamentowiec,10.0,2,2019.0,6.0,pierwotny,208000.0,,https://www.otodom.pl/oferta/lux-2pok-ogromny-balkon-widok-na-las-0-pcc-ID3X7XK.html#0b3ded648d
63.0,blok,3.0,3,2020.0,3.0,pierwotny,382492.0,do wykończenia,https://www.otodom.pl/oferta/przedszkole-zlobek-i-plac-zabaw-na-osiedlu-ma20-ID3XtCv.html#0b3ded648d
32.77,apartamentowiec,4.0,1,2020.0,1.0,pierwotny,209000.0,do wykończenia,https://www.otodom.pl/oferta/kawalerka-blisko-parku-i-lasu-nowe-ptasie-0-pcc-ID3XtK0.html#0b3ded648d
37.0,blok,4.0,2,,2.0,wtórny,160000.0,do remontu,https://www.otodom.pl/oferta/sloneczne-2-pokojowe-mieszkanie-w-katowicach-ID3VYF6.html#811ff627c6
44.0,blok,10.0,2,1977.0,4.0,wtórny,279000.0,do zamieszkania,https://www.otodom.pl/oferta/m-3-katowice-brynow-ID3VYBe.html#811ff627c6
77.61,apartamentowiec,7.0,4,2019.0,7.0,pierwotny,723433.0,do wykończenia,https://www.otodom.pl/oferta/apartament-w-centrum-katowic-ID3VYLK.html#811ff627c6
65.69,apartamentowiec,7.0,3,2019.0,2.0,pierwotny,540098.0,do wykończenia,https://www.otodom.pl/oferta/nowy-apartament-w-centrum-katowic-ID3VYLO.html#811ff627c6
65.0,kamienica,3.0,2,1890.0,3.0,wtórny,390000.0,do zamieszkania,https://www.otodom.pl/oferta/komfortowy-apartament-65m2-w-katowicach-ID3VYKv.html#811ff627c6
58.12,apartamentowiec,7.0,3,2019.0,2.0,pierwotny,513016.0,do wykończenia,https://www.otodom.pl/oferta/nowa-inwestycja-apartament-w-centrum-katowic-ID3VYLS.html#811ff627c6
78.0,apartamentowiec,3.0,3,2012.0,3.0,wtórny,545000.0,do zamieszkania,https://www.otodom.pl/oferta/komfortowe-dwupoziomowe-m-4-katowice-panewniki-ID3VYX2.html#811ff627c6
80.0,blok,10.0,4,,9.0,wtórny,287000.0,do remontu,https://www.otodom.pl/oferta/przestronne-mieszkanie-radockiego-do-remontu-ID3VYGU.html#811ff627c6
66.74,blok,4.0,3,,0.0,wtórny,300000.0,,https://www.otodom.pl/oferta/katowice-giszowiec-ul-myslowicka-3-pokoje-66-74-ID3VYPm.html#811ff627c6
48.0,blok,12.0,2,1960.0,7.0,wtórny,235000.0,do remontu,https://www.otodom.pl/oferta/mieszkanie-dwupokojowe-ul-mikolowska-centrum-ID3VYNm.html#811ff627c6
61.63,blok,3.0,3,2020.0,3.0,pierwotny,354252.0,,https://www.otodom.pl/oferta/nowe-mieszkania-katowice-8-minut-do-centrum-mc7-ID3VZpq.html#811ff627c6
28.19,apartamentowiec,7.0,1,2020.0,1.0,pierwotny,273443.0,do wykończenia,https://www.otodom.pl/oferta/biuro-sprzedazy-ostatnie-male-mieszkania-ID3X0wO.html#811ff627c6
63.0,blok,11.0,3,1980.0,8.0,wtórny,296100.0,do zamieszkania,https://www.otodom.pl/oferta/super-lokalizacja-blisko-centrum-oraz-park-slaski-ID3WW9u.html#811ff627c6
61.12,blok,4.0,3,2019.0,1.0,pierwotny,326075.0,do wykończenia,https://www.otodom.pl/oferta/niski-blok-z-winda-3-pokoje-mieszkanie-bezczynsz-ID3X0wy.html#811ff627c6
103.0,apartamentowiec,1.0,4,2018.0,0.0,pierwotny,615290.0,do wykończenia,https://www.otodom.pl/oferta/apartament-z-ogrodkiem-garazem-i-miejscem-parking-ID3X0wC.html#811ff627c6
48.0,blok,2.0,2,1960.0,0.0,wtórny,249000.0,do remontu,https://www.otodom.pl/oferta/k-ce-piotrowice-48m2-parter-249tys-pln-ID3VZtG.html#811ff627c6
39.36,apartamentowiec,8.0,2,2019.0,2.0,pierwotny,291264.0,do wykończenia,https://www.otodom.pl/oferta/mieszkanie-39-36-m-katowice-ID3X0wS.html#811ff627c6
39.0,apartamentowiec,10.0,2,2019.0,6.0,pierwotny,222778.0,do wykończenia,https://www.otodom.pl/oferta/apartament-2-pok-duzy-balkon-0-pcc-bez-prowizji-ID3X1c8.html#811ff627c6
33.5,blok,4.0,2,1980.0,0.0,wtórny,175000.0,,https://www.otodom.pl/oferta/mieszkanie-33-50-m-katowice-ID3X196.html#811ff627c6
31.0,apartamentowiec,5.0,1,2019.0,2.0,pierwotny,200692.0,do wykończenia,https://www.otodom.pl/oferta/gwarancja-najmu-wysoka-st-zwrotu-0-pcc-bez-prow-ID3X1fV.html#811ff627c6
59.9,blok,5.0,4,2019.0,5.0,pierwotny,392148.0,do wykończenia,https://www.otodom.pl/oferta/fajne-mieszkanie-w-fajnej-okolicy-ID3X0wV.html#811ff627c6
43.16,apartamentowiec,5.0,2,2019.0,2.0,pierwotny,226100.0,do wykończenia,https://www.otodom.pl/oferta/duze-2-pokoje-w-niskim-bloku-z-winda-bez-pcc-ID3X1bi.html#811ff627c6
59.0,blok,10.0,3,,3.0,wtórny,260000.0,do zamieszkania,https://www.otodom.pl/oferta/ladne-mieszkanie-trzypokojowe-giszowiec-ID3XzaA.html#56495f6fb8
35.0,kamienica,4.0,2,,2.0,wtórny,242000.0,do zamieszkania,https://www.otodom.pl/oferta/zarabiaj-10-w-skali-roku-ID3Xz3m.html#56495f6fb8
42.27,,4.0,2,2020.0,0.0,pierwotny,280000.0,do wykończenia,https://www.otodom.pl/oferta/nowe-ptasie-mieszkania-od-30-do-150-m2-park-las-ID3XBAA.html#56495f6fb8
67.0,,,3,,0.0,wtórny,300000.0,,https://www.otodom.pl/oferta/duze-przestronne-mieszkanie-ID3XzZ2.html#56495f6fb8
59.17,kamienica,3.0,2,1930.0,1.0,wtórny,299000.0,do remontu,https://www.otodom.pl/oferta/katowice-2pok-w-super-lokalizacji-w-centrum-ID3W4IY.html#56495f6fb8
51.62,blok,16.0,3,,11.0,wtórny,319000.0,do zamieszkania,https://www.otodom.pl/oferta/wysoki-standard-k-ce-tysiaclecie-3pok-rezerwacja-ID3XBI0.html#56495f6fb8
48.65,blok,8.0,2,,7.0,wtórny,225000.0,,https://www.otodom.pl/oferta/katowice-os-witosa-2-pokoje-48-65-m2-balkon-ID3XAT6.html#56495f6fb8
110.0,kamienica,4.0,4,,3.0,wtórny,540000.0,,https://www.otodom.pl/oferta/mieszkanie-inwestycyjne-katowice-centrum-ID3XANu.html#56495f6fb8
41.48,apartamentowiec,4.0,2,2020.0,0.0,pierwotny,265472.0,do wykończenia,https://www.otodom.pl/oferta/nowe-ptasie-orientacja-pld-zach-las-za-oknem-ID3XCkA.html#56495f6fb8
56.71,blok,3.0,2,2013.0,0.0,pierwotny,419315.0,do wykończenia,https://www.otodom.pl/oferta/rekreacyjna-dolina-ostatnie-gotowe-mieszkania-ID3XBZu.html#56495f6fb8
58.44,blok,4.0,3,,3.0,wtórny,275000.0,do zamieszkania,https://www.otodom.pl/oferta/niezalezne-3-pokoje-niski-blok-blisko-centrum-ID3XCGQ.html#56495f6fb8
41.48,apartamentowiec,4.0,2,2020.0,0.0,pierwotny,265500.0,,https://www.otodom.pl/oferta/nowe-ptasie-mieszkania-od-30-do-150m2-park-las-ID3XDGI.html#56495f6fb8
63.37,apartamentowiec,5.0,3,2020.0,2.0,pierwotny,411905.0,do wykończenia,https://www.otodom.pl/oferta/nowe-ptasie-doskonala-lokalizacja-3-pokoje-park-ID3XCog.html#56495f6fb8
70.0,apartamentowiec,11.0,3,2010.0,7.0,wtórny,515000.0,,https://www.otodom.pl/oferta/trzy-pokoje-debowe-tarasy-ID3XE6o.html#56495f6fb8
46.38,apartamentowiec,5.0,2,2019.0,4.0,pierwotny,292194.0,do wykończenia,https://www.otodom.pl/oferta/mieszkanie-46-38-m-katowice-ID3XE04.html#56495f6fb8
70.24,apartamentowiec,5.0,3,2019.0,2.0,pierwotny,421440.0,do wykończenia,https://www.otodom.pl/oferta/mieszkanie-70-24-m-katowice-ID3XE0c.html#56495f6fb8
59.24,apartamentowiec,,4,2020.0,2.0,pierwotny,414680.0,do wykończenia,https://www.otodom.pl/oferta/mieszkanie-59-24-m-katowice-ID3XE0g.html#56495f6fb8
41.9,blok,12.0,2,,2.0,wtórny,227000.0,do zamieszkania,https://www.otodom.pl/oferta/2-pokoje-osiedle-tysiaclecia-ID3XE6v.html#56495f6fb8
