area,building,building_floors,chamber,construction_year,floor,market,price,standard,url
178.9,apartamentowiec,2.0,4,2018.0,1.0,pierwotny,608100.0,do wykończenia,https://www.otodom.pl/oferta/katowice-apartament-tylko-3399-zl-m2-0-ID3XBy0.html#e7e50e8cc0
59.07,blok,10.0,4,2019.0,8.0,pierwotny,342200.0,do wykończenia,https://www.otodom.pl/oferta/4-pokoje-w-stanie-deweloperskim-na-bazantowie-ID3XrmM.html#e7e50e8cc0
47.47,apartamentowiec,6.0,3,,0.0,pierwotny,339238.0,do wykończenia,https://www.otodom.pl/oferta/debowe-tarasy-obok-scc-h-3-pokoje-0-ID3XMB2.html#e7e50e8cc0
59.23,apartamentowiec,6.0,4,,3.0,pierwotny,411648.0,do wykończenia,https://www.otodom.pl/oferta/debowe-tarasy-obok-scc-4-pokoje-0-ID3XMB6.html#e7e50e8cc0
47.45,apartamentowiec,6.0,3,,5.0,pierwotny,348758.0,do wykończenia,https://www.otodom.pl/oferta/debowe-tarasy-obok-scc-3-pokoje-0-ID3XMBi.html#e7e50e8cc0
28.2,apartamentowiec,6.0,1,,2.0,pierwotny,273540.0,do wykończenia,https://www.otodom.pl/oferta/debowe-tarasy-obok-scc-1-pokoj-0-ID3XMBu.html#e7e50e8cc0
30.94,apartamentowiec,6.0,2,,2.0,pierwotny,300118.0,do wykończenia,https://www.otodom.pl/oferta/debowe-tarasy-obok-scc-2-pokoje-0-ID3XMBe.html#e7e50e8cc0
36.15,apartamentowiec,6.0,2,,5.0,pierwotny,287392.0,do wykończenia,https://www.otodom.pl/oferta/debowe-tarasy-obok-scc-2-pokoje-0-ID3XMBq.html#e7e50e8cc0
38.62,apartamentowiec,6.0,2,,3.0,pierwotny,303167.0,do wykończenia,https://www.otodom.pl/oferta/debowe-tarasy-obok-scc-2-pokoje-0-ID3XMBm.html#e7e50e8cc0
58.14,apartamentowiec,7.0,3,,1.0,pierwotny,465061.86,do wykończenia,https://www.otodom.pl/oferta/katowice-3-pokoje-balkon-0-ID3Y7Yv.html#e7e50e8cc0
49.84,apartamentowiec,7.0,2,,3.0,pierwotny,413672.0,do wykończenia,https://www.otodom.pl/oferta/katowice-2-pokoje-balkon-0-ID3Y7Ys.html#e7e50e8cc0
36.93,apartamentowiec,7.0,2,,2.0,pierwotny,361914.0,do wykończenia,https://www.otodom.pl/oferta/ostatnie-2-pokoje-36-93m2-balkon-12m2-0-ID3YkTa.html#e7e50e8cc0
51.12,blok,10.0,3,2019.0,2.0,pierwotny,250488.0,do wykończenia,https://www.otodom.pl/oferta/3-pokoje-w-stanie-deweloperskim-na-bazantowie-ID3YgKA.html#e7e50e8cc0
70.7,apartamentowiec,7.0,3,,7.0,pierwotny,636300.0,do wykończenia,https://www.otodom.pl/oferta/katowice-3-pokoje-balkon-0-ID3YamY.html#e7e50e8cc0
39.0,blok,12.0,2,,5.0,wtórny,310000.0,do zamieszkania,https://www.otodom.pl/oferta/mieszkanie-inwestycyjne-os-tysiaclecia-39mkw-ID3Yk5O.html#e7e50e8cc0
34.11,apartamentowiec,7.0,2,,2.0,pierwotny,334278.0,do wykończenia,https://www.otodom.pl/oferta/ostatnie-1-pokoj-34-11m2-loggia-0-ID3YoG0.html#e7e50e8cc0
36.93,apartamentowiec,7.0,2,,3.0,pierwotny,361914.0,do wykończenia,https://www.otodom.pl/oferta/ostatnie-2-pokoje-36-93m2-balkon-8m2-0-ID3YoGg.html#e7e50e8cc0
36.93,apartamentowiec,7.0,2,,2.0,pierwotny,361914.0,do wykończenia,https://www.otodom.pl/oferta/ostatnie-2-pokoje-36-93m2-balkon-8m2-0-ID3YoG8.html#e7e50e8cc0
34.05,apartamentowiec,16.0,1,2019.0,8.0,pierwotny,241362.0,do wykończenia,https://www.otodom.pl/oferta/os-tysiaclecia-nowe-mieszkanie-ID3Ypv4.html#e7e50e8cc0
61.81,apartamentowiec,16.0,3,2019.0,7.0,pierwotny,414584.0,do wykończenia,https://www.otodom.pl/oferta/os-tysiaclecia-nowe-mieszkanie-ID3Ypvc.html#e7e50e8cc0
32.81,apartamentowiec,7.0,2,,2.0,pierwotny,321538.0,do wykończenia,https://www.otodom.pl/oferta/ostatnie-1-pokoj-32-81m2-loggia-0-ID3Yqwm.html#e7e50e8cc0
48.81,apartamentowiec,16.0,2,2019.0,6.0,pierwotny,327423.0,do wykończenia,https://www.otodom.pl/oferta/os-tysiaclecia-nowe-mieszkanie-ID3Ypv8.html#e7e50e8cc0
78.1,apartamentowiec,16.0,4,2019.0,11.0,pierwotny,525919.0,do wykończenia,https://www.otodom.pl/oferta/os-tysiaclecia-nowe-mieszkanie-ID3Ypvg.html#e7e50e8cc0
51.81,dom wolnostojący,4.0,2,,1.0,pierwotny,290136.0,do wykończenia,https://www.otodom.pl/oferta/2-pokojowe-w-stanie-deweloperskim-51-81m2-bazantow-ID3YK9K.html#e7e50e8cc0
41.65,blok,8.0,2,,8.0,pierwotny,301962.0,do wykończenia,https://www.otodom.pl/oferta/apartamenty-trzy-stawy-w-katowicach-2-pokoje-ID3YKag.html#e7e50e8cc0
91.06,dom wolnostojący,4.0,4,,1.0,pierwotny,500830.0,do wykończenia,https://www.otodom.pl/oferta/4-pokojowe-w-stanie-deweloperskim-91-06m2-bazantow-ID3YK9O.html#e7e50e8cc0
70.15,dom wolnostojący,4.0,3,,3.0,pierwotny,413885.0,do wykończenia,https://www.otodom.pl/oferta/3-pokojowe-w-stanie-deweloperskim-70-15m2-ID3YK9V.html#e7e50e8cc0
46.28,blok,8.0,2,,1.0,pierwotny,306964.0,do wykończenia,https://www.otodom.pl/oferta/apartamenty-trzy-stawy-w-katowicach-2-pokoje-ID3YKac.html#e7e50e8cc0
40.66,blok,8.0,2,,5.0,pierwotny,298851.0,do wykończenia,https://www.otodom.pl/oferta/apartamenty-trzy-stawy-w-katowicach-stan-dewelop-ID3YKa0.html#e7e50e8cc0
71.51,dom wolnostojący,4.0,3,,0.0,pierwotny,461156.0,do wykończenia,https://www.otodom.pl/oferta/3-pokojowe-w-stanie-deweloperskim-71-51m2-ogrod-15-ID3YK9S.html#e7e50e8cc0
51.19,dom wolnostojący,5.0,2,,0.0,pierwotny,278896.0,do zamieszkania,https://www.otodom.pl/oferta/bytkowska-park-2-pok-z-ogrodem-przy-parku-slaskim-ID3YKao.html#e7e50e8cc0
39.36,blok,8.0,2,,5.0,pierwotny,289296.0,do wykończenia,https://www.otodom.pl/oferta/apartamenty-trzy-stawy-w-katowicach-2-pokoje-ID3YKak.html#e7e50e8cc0
50.94,dom wolnostojący,4.0,2,,0.0,pierwotny,292905.0,do zamieszkania,https://www.otodom.pl/oferta/bytkowska-park-2-pok-z-ogrodem-przy-parku-slaskim-ID3YKas.html#e7e50e8cc0
58.33,blok,8.0,3,,1.0,pierwotny,452058.0,do wykończenia,https://www.otodom.pl/oferta/apartamenty-trzy-stawy-w-katowicach-stan-dewelop-ID3YKa4.html#e7e50e8cc0
70.24,dom wolnostojący,4.0,3,,2.0,pierwotny,389832.0,do zamieszkania,https://www.otodom.pl/oferta/bytkowska-park-3-pokoje-z-balkonem-7-5m2-ID3YKav.html#e7e50e8cc0
54.39,dom wolnostojący,5.0,3,,5.0,pierwotny,337218.0,do zamieszkania,https://www.otodom.pl/oferta/bytkowska-park-3-pokoje-z-balkonem-6m2-ID3YKaE.html#e7e50e8cc0
90.9,dom wolnostojący,4.0,4,,1.0,pierwotny,490860.0,do zamieszkania,https://www.otodom.pl/oferta/bytkowska-park-4-pokoje-z-balkonem-20m2-ID3YKaA.html#e7e50e8cc0
60.3,apartamentowiec,5.0,2,2008.0,1.0,wtórny,414000.0,do zamieszkania,https://www.otodom.pl/oferta/apartament-z-tarasem-bazantowo-millenium-ID2h4hF.html#e7e50e8cc0
59.0,apartamentowiec,10.0,3,2018.0,9.0,pierwotny,324000.0,do zamieszkania,https://www.otodom.pl/oferta/apartament-trzy-pok-bazantow-piotrowice-ID3JQus.html#ae81835cb2
118.54,kamienica,5.0,3,,4.0,wtórny,711240.0,do zamieszkania,https://www.otodom.pl/oferta/mieszkanie-118-54-m-katowice-ID2tsc6.html#e7e50e8cc0
170.0,,3.0,4,,3.0,wtórny,595000.0,,https://www.otodom.pl/oferta/mieszkanie-170-m-katowice-ID1y02L.html#e7e50e8cc0
53.0,blok,3.0,3,1967.0,2.0,wtórny,218000.0,do remontu,https://www.otodom.pl/oferta/trzypokojowe-mieszkanie-w-zielonej-okolicy-ID3JT9a.html#ae81835cb2
210.0,,4.0,6,,3.0,wtórny,1000000.0,,https://www.otodom.pl/oferta/mieszkanie-210-m-katowice-ID1q6m2.html#e7e50e8cc0
94.69,kamienica,7.0,2,1933.0,2.0,wtórny,365000.0,do zamieszkania,https://www.otodom.pl/oferta/mieszkanie-94-69-m-katowice-ID28Z5b.html#e7e50e8cc0
48.26,apartamentowiec,5.0,2,,2.0,pierwotny,394573.0,do wykończenia,https://www.otodom.pl/oferta/mieszkanie-48-26-m-katowice-ID3JWTS.html#ae81835cb2
52.71,apartamentowiec,5.0,3,2019.0,0.0,pierwotny,328000.0,do zamieszkania,https://www.otodom.pl/oferta/mieszkanie-trzypokojowe-przy-parku-slaskim-ID3K1N6.html#ae81835cb2
30.0,blok,9.0,1,1966.0,7.0,wtórny,169000.0,do zamieszkania,https://www.otodom.pl/oferta/mieszkanie-30-m-katowice-ID3Koco.html#ae81835cb2
51.42,apartamentowiec,5.0,2,,0.0,pierwotny,285581.0,do wykończenia,https://www.otodom.pl/oferta/mieszkanie-51-42-m-katowice-ID3K45q.html#ae81835cb2
47.86,apartamentowiec,4.0,2,,2.0,pierwotny,282374.0,do wykończenia,https://www.otodom.pl/oferta/mieszkanie-47-86-m-katowice-ID3K45y.html#ae81835cb2
104.0,,,4,,0.0,wtórny,450000.0,,https://www.otodom.pl/oferta/2-osobne-lokale-os-tysiaclecia-parkingpromocja-ID3Ks6v.html#ae81835cb2
46.91,apartamentowiec,5.0,2,2019.0,0.0,pierwotny,281460.0,do wykończenia,https://www.otodom.pl/oferta/mieszkanie-46-91-m-katowice-ID3K45u.html#ae81835cb2
21.3,kamienica,3.0,1,2018.0,1.0,pierwotny,185828.0,,https://www.otodom.pl/oferta/mieszkanie-21-30-m-katowice-ID3K53e.html#ae81835cb2
52.0,apartamentowiec,4.0,2,2007.0,1.0,wtórny,360000.0,do zamieszkania,https://www.otodom.pl/oferta/komfortowe-m-3-katowice-os-bazantowo-ID3KvAv.html#ae81835cb2
60.0,apartamentowiec,5.0,4,,1.0,pierwotny,333900.0,,https://www.otodom.pl/oferta/duze-mieszkanie-z-widokiem-okazja-bez-pcc-ID3KDPO.html#ae81835cb2
104.0,,,4,,0.0,wtórny,450000.0,,https://www.otodom.pl/oferta/2-osobne-lokale-os-tysiaclecia-parkingpromocja-ID3KDec.html#ae81835cb2
63.0,apartamentowiec,,1,,,pierwotny,332000.0,,https://www.otodom.pl/oferta/mieszkanie-z-tarasem-park-slaski-okazja-ID3KDPS.html#ae81835cb2
172.0,,3.0,5,1937.0,2.0,wtórny,1200000.0,,https://www.otodom.pl/oferta/to-nie-jest-wizualizacja-luksus-na-koszutka-ID3KJe4.html#ae81835cb2
200.0,kamienica,5.0,8,1920.0,3.0,wtórny,699000.0,do remontu,https://www.otodom.pl/oferta/3-maja-centrum-jedyny-takie-mieszkanie-ID3KDsQ.html#ae81835cb2
104.0,,,4,,0.0,wtórny,450000.0,,https://www.otodom.pl/oferta/2-osobne-lokale-os-tysiaclecia-parkingpromocja-ID3KMFu.html#ae81835cb2
46.0,apartamentowiec,5.0,1,,1.0,pierwotny,264000.0,,https://www.otodom.pl/oferta/46-m-przy-parku-niski-czynsz-duzy-balkon-ID3KDQ0.html#ae81835cb2
54.0,,3.0,2,,1.0,wtórny,115000.0,do remontu,https://www.otodom.pl/oferta/2-100zl-m2-cicha-i-zielona-okolica-promocja-ID3L0qU.html#ae81835cb2
54.0,,3.0,2,,1.0,wtórny,115000.0,do remontu,https://www.otodom.pl/oferta/2-100zl-m2-cicha-i-zielona-okolica-promocja-ID3KRRa.html#ae81835cb2
70.0,kamienica,3.0,2,,3.0,wtórny,359000.0,do zamieszkania,https://www.otodom.pl/oferta/mieszkanie-70m2-katowice-srodmiescie-ID3KNCo.html#ae81835cb2
74.0,blok,4.0,4,1970.0,4.0,wtórny,279000.0,do remontu,https://www.otodom.pl/oferta/katowice-piotrowice-4-pokoje-kuchnia-balkon-ID3KXhS.html#ae81835cb2
74.0,,,2,,,wtórny,259000.0,,https://www.otodom.pl/oferta/podzial-na-kawalerki-idealny-metraz-bliskocentrum-ID3KMFq.html#ae81835cb2
46.0,apartamentowiec,5.0,2,,1.0,pierwotny,264000.0,,https://www.otodom.pl/oferta/46-m-przy-parku-niski-czynsz-duzy-balkon-ID3LcIs.html#ae81835cb2
30.49,blok,,1,,1.0,pierwotny,195136.0,do wykończenia,https://www.otodom.pl/oferta/osiedle-ptasie-apartament-w-katowicach-ID3LlV0.html#ae81835cb2
70.0,apartamentowiec,10.0,2,2014.0,2.0,wtórny,700000.0,,https://www.otodom.pl/oferta/katowice-debowe-tarasy-luksusowy-apartament-70m-ID3Lo4A.html#ae81835cb2
200.0,kamienica,5.0,8,1920.0,3.0,wtórny,699000.0,do remontu,https://www.otodom.pl/oferta/3-maja-centrum-jedyny-takie-mieszkanie-ID3LoWC.html#ae81835cb2
240.0,,,7,,,pierwotny,700000.0,do wykończenia,https://www.otodom.pl/oferta/willa-lesnym-zaciszu-idealna-do-relaksu-ID3Lvg0.html#ae81835cb2
120.89,kamienica,5.0,3,,4.0,wtórny,777000.0,do zamieszkania,https://www.otodom.pl/oferta/apartament-w-sercu-aglomeracji-slaskiej-ID3LptS.html#ae81835cb2
46.0,apartamentowiec,5.0,2,,1.0,pierwotny,264000.0,,https://www.otodom.pl/oferta/46-m-przy-parku-niski-czynsz-duzy-balkon-ID3LvfG.html#ae81835cb2
63.0,apartamentowiec,,3,,,pierwotny,332000.0,,https://www.otodom.pl/oferta/mieszkanie-z-tarasem-przy-parku-tanio-ID3LvfS.html#ae81835cb2
43.1,blok,6.0,2,2020.0,5.0,pierwotny,241360.0,,https://www.otodom.pl/oferta/mieszkanie-2-pokoje-42m-nowe-os-karoliny-m73-v-ID3zBe3.html#ae81835cb2
140.0,dom wolnostojący,,5,,,wtórny,579000.0,,https://www.otodom.pl/oferta/dom-na-zarzeczu-do-zamieszkania-od-zaraz-okazja-ID3Lvgc.html#ae81835cb2
49.34,blok,6.0,3,2020.0,0.0,pierwotny,259035.0,,https://www.otodom.pl/oferta/mieszkanie-3-pokoje-st-deweloperski-karoliny-m9-v-ID3zygr.html#ae81835cb2
46.65,apartamentowiec,5.0,2,,5.0,pierwotny,279000.0,,https://www.otodom.pl/oferta/2pok-przy-parku-slaskim-funkcjonalny-ukladpromocja-ID3LDjO.html#ae81835cb2
46.61,,5.0,2,,2.0,pierwotny,258500.0,,https://www.otodom.pl/oferta/park-slaki-2pok-kameralny-budynek-0-prowizji-ID3LDK4.html#ae81835cb2
49.83,blok,6.0,3,2020.0,0.0,pierwotny,274065.0,do wykończenia,https://www.otodom.pl/oferta/mieszkanie-3-pokoje-51m-karoliny-katowice-m13-v-ID3zyjR.html#ae81835cb2
51.42,apartamentowiec,5.0,2,,0.0,pierwotny,277500.0,,https://www.otodom.pl/oferta/2pok-z-ogrodem-przy-parku-slaskimgotowe-w-tym-roku-ID3LDK0.html#ae81835cb2
43.1,blok,6.0,2,2020.0,1.0,pierwotny,234895.0,,https://www.otodom.pl/oferta/mieszkanie-2-pokoje-balkon-42m-os-karoliny-m20-v-ID3zymf.html#ae81835cb2
105.0,apartamentowiec,2.0,4,,1.0,wtórny,699000.0,,https://www.otodom.pl/oferta/luksusowy-apartament-katowice-srodmiescie-fliegera-ID3LJeI.html#ae81835cb2
61.12,apartamentowiec,4.0,3,,4.0,pierwotny,337994.0,do wykończenia,https://www.otodom.pl/oferta/biuro-sprzedazy-nowe-mieszkanie-na-bazantowie-ID3LTZ6.html#ae81835cb2
71.82,apartamentowiec,4.0,3,,4.0,pierwotny,398601.0,do wykończenia,https://www.otodom.pl/oferta/biuro-sprzedazy-nowe-mieszkanie-na-bazantowie-ID3LTZu.html#ae81835cb2
71.82,apartamentowiec,4.0,3,,3.0,pierwotny,387828.0,do wykończenia,https://www.otodom.pl/oferta/biuro-sprzedazy-nowe-mieszkanie-na-bazantowie-ID3LTYY.html#ae81835cb2
36.72,apartamentowiec,10.0,2,2019.0,1.0,pierwotny,195000.0,do zamieszkania,https://www.otodom.pl/oferta/mieszkanie-trzypokojowe-bazantow-ID3LOyM.html#ae81835cb2
48.0,apartamentowiec,2.0,2,1992.0,2.0,wtórny,300000.0,do zamieszkania,https://www.otodom.pl/oferta/m-3-katowice-panewniki-ligota-os-sadyba-ID3LQt6.html#ae81835cb2
34.0,apartamentowiec,10.0,1,,2.0,pierwotny,205500.0,,https://www.otodom.pl/oferta/os-tysiaclecia-kawalerka-przy-parku-slaskim-okazja-ID3LUcv.html#ae81835cb2
138.0,apartamentowiec,10.0,6,,10.0,pierwotny,965000.0,,https://www.otodom.pl/oferta/ostatnie-pietro-taras-100m2-biuro-sprzedazy-ID3LUco.html#ae81835cb2
62.6,apartamentowiec,5.0,3,,1.0,pierwotny,337500.0,,https://www.otodom.pl/oferta/3pok-urokliwa-okolica-przy-parku-slaskim-sprawdz-ID3LUc4.html#ae81835cb2
95.0,kamienica,4.0,3,1900.0,4.0,wtórny,315000.0,,https://www.otodom.pl/oferta/mieszkanie-95-m-katowice-ID2URG3.html#d3db507e47
90.0,apartamentowiec,3.0,3,,0.0,wtórny,700000.0,,https://www.otodom.pl/oferta/mieszkanie-90-m-katowice-ID2Kt41.html#d3db507e47
126.05,apartamentowiec,4.0,4,,4.0,pierwotny,1386550.0,do wykończenia,https://www.otodom.pl/oferta/mieszkanie-126-05-m-katowice-ID2TABj.html#d3db507e47
113.33,kamienica,4.0,3,1900.0,0.0,wtórny,450000.0,do remontu,https://www.otodom.pl/oferta/katowice-ul-mickiewicza-113m2-parter-ID2YTuI.html#d3db507e47
91.0,kamienica,3.0,3,1945.0,3.0,wtórny,330000.0,do zamieszkania,https://www.otodom.pl/oferta/katowice-centrum-3-pokoje-kuchnia-ID2Yrc8.html#d3db507e47
120.0,blok,3.0,4,2002.0,0.0,wtórny,820000.0,do zamieszkania,https://www.otodom.pl/oferta/katowice-ptasie-osiedle-4-pokoje-100m2-ID31kCS.html#d3db507e47
103.0,kamienica,4.0,4,1900.0,1.0,wtórny,490000.0,,https://www.otodom.pl/oferta/mieszkanie-103-m-katowice-ID2ZikY.html#d3db507e47
113.0,kamienica,4.0,4,1910.0,0.0,wtórny,450000.0,do remontu,https://www.otodom.pl/oferta/mieszkanie-113-m-katowice-ID2ZuWs.html#d3db507e47
90.0,kamienica,4.0,3,1920.0,2.0,wtórny,430000.0,,https://www.otodom.pl/oferta/mieszkanie-90-m-katowice-ID2ZikQ.html#d3db507e47
59.0,blok,13.0,3,1980.0,11.0,wtórny,370000.0,,https://www.otodom.pl/oferta/mieszkanie-59-m-katowice-ID32t38.html#d3db507e47
53.0,blok,18.0,2,1980.0,11.0,wtórny,330000.0,,https://www.otodom.pl/oferta/mieszkanie-53-m-katowice-ID32t3q.html#d3db507e47
75.0,,4.0,2,2008.0,1.0,wtórny,450000.0,,https://www.otodom.pl/oferta/mieszkanie-75-m-katowice-ID33HDv.html#d3db507e47
125.0,,5.0,3,1939.0,5.0,wtórny,537500.0,,https://www.otodom.pl/oferta/mieszkanie-125-m-katowice-ID33HIa.html#d3db507e47
135.0,kamienica,5.0,5,,1.0,wtórny,540000.0,,https://www.otodom.pl/oferta/mieszkanie-135-m-katowice-ID33dcK.html#d3db507e47
172.1,kamienica,3.0,4,1914.0,3.0,wtórny,750000.0,do zamieszkania,https://www.otodom.pl/oferta/5-pokojowe-mieszkanie-w-samym-centrum-katowic-ID34nps.html#d3db507e47
62.0,apartamentowiec,2.0,2,2008.0,1.0,wtórny,380000.0,do zamieszkania,https://www.otodom.pl/oferta/przestronny-apartament-na-zamknietym-os-pastelowym-ID37fTk.html#d3db507e47
48.0,blok,6.0,2,,5.0,wtórny,230000.0,,https://www.otodom.pl/oferta/katowice-centrum-k-jordana-230tys-pln-ID32Wms.html#d3db507e47
42.0,,1.0,2,,1.0,wtórny,157000.0,,https://www.otodom.pl/oferta/mieszkanie-ID3dMbs.html#d3db507e47
48.76,,17.0,2,,2.0,pierwotny,322060.0,do wykończenia,https://www.otodom.pl/oferta/funkcjonalne-mieszkanie-w-dosknalej-lokalizacji-ID3eiGA.html#d3db507e47
51.99,apartamentowiec,5.0,3,,5.0,pierwotny,340534.0,do wykończenia,https://www.otodom.pl/oferta/przestronne-mieszkanie-z-balkonem-ID3eiGI.html#d3db507e47
26.32,blok,3.0,1,,0.0,wtórny,115000.0,,https://www.otodom.pl/oferta/atrakcyjna-kawalerka-katowice-murcki-bohdanowicza-ID38KuM.html#d3db507e47
91.0,apartamentowiec,5.0,4,,3.0,pierwotny,499500.0,,https://www.otodom.pl/oferta/4pok-z-naroznym-tarasem-przy-parku-slaskim-okazja-ID3LUbV.html#ae81835cb2
72.0,apartamentowiec,5.0,3,,0.0,pierwotny,394200.0,,https://www.otodom.pl/oferta/3pok-z-ogrodem-oraz-tarasempark-slaskibezposrednio-ID3LUbS.html#ae81835cb2
156.48,,,4,2004.0,3.0,wtórny,655000.0,do zamieszkania,https://www.otodom.pl/oferta/dwupoziomowy-apartament-156-m2-ID389ve.html#d3db507e47
200.0,kamienica,5.0,8,1920.0,3.0,wtórny,699000.0,do remontu,https://www.otodom.pl/oferta/3-maja-centrum-jedyne-takie-mieszkanie-ID3LUdO.html#ae81835cb2
82.28,apartamentowiec,5.0,4,2018.0,2.0,pierwotny,560000.0,do wykończenia,https://www.otodom.pl/oferta/osiedle-ptasie-katowice-apartament-2-loggie-ID3LWx2.html#ae81835cb2
45.0,apartamentowiec,,2,,3.0,wtórny,256500.0,,https://www.otodom.pl/oferta/2pok-biuro-sprzedazy-duzy-balkon-os-tysiaclecia-ID3LUcE.html#ae81835cb2
135.0,,4.0,7,,1.0,wtórny,540000.0,do remontu,https://www.otodom.pl/oferta/7pok-na-placu-andrzeja-idealne-pod-inwestycje-ID3LUdV.html#ae81835cb2
149.5,apartamentowiec,,4,2018.0,4.0,pierwotny,1100000.0,do wykończenia,https://www.otodom.pl/oferta/osiedle-ptasie-katowice-apartament-149m-loggia-ID3LWy0.html#ae81835cb2
74.2,kamienica,2.0,3,1930.0,2.0,wtórny,225000.0,do remontu,https://www.otodom.pl/oferta/przestronne-3-pokojowe-mieszkanie-z-garazem-ID397vV.html#d3db507e47
47.7,apartamentowiec,5.0,2,2018.0,4.0,pierwotny,340000.0,do wykończenia,https://www.otodom.pl/oferta/nowe-ptasie-katowice-apartament-z-loggia-ID3LWCo.html#ae81835cb2
240.0,,,7,,,pierwotny,700000.0,do wykończenia,https://www.otodom.pl/oferta/luksusowa-willa-przy-lesie-w-prestizowej-okolicy-ID3LV52.html#ae81835cb2
46.61,,5.0,2,,2.0,pierwotny,258500.0,,https://www.otodom.pl/oferta/park-slaki-2pok-kameralny-budynek-0-prowizji-ID3M6v8.html#ae81835cb2
82.0,blok,3.0,5,2000.0,0.0,wtórny,490000.0,do wykończenia,https://www.otodom.pl/oferta/katowice-srodmiescie-82m2-5-pokoi-ID3MbsE.html#ae81835cb2
164.0,,1.0,4,,0.0,pierwotny,570000.0,,https://www.otodom.pl/oferta/wymarzony-apartament-lux-standard-okazja-ID3M5KE.html#ae81835cb2
90.96,apartamentowiec,4.0,4,,0.0,pierwotny,545760.0,do wykończenia,https://www.otodom.pl/oferta/nowa-inwestycja-apartamenty-na-bazantowie-ID3MmhO.html#ae81835cb2
71.5,blok,18.0,4,,11.0,wtórny,327500.0,,https://www.otodom.pl/oferta/widokowe-4-pok-przy-parku-slaskim-ID3M2ZS.html#ae81835cb2
82.32,apartamentowiec,2.0,4,2018.0,2.0,pierwotny,560000.0,do wykończenia,https://www.otodom.pl/oferta/osiedle-ptasie-katowice-apartament-loggia-ID3LVss.html#ae81835cb2
64.44,apartamentowiec,4.0,3,,0.0,pierwotny,413189.0,do wykończenia,https://www.otodom.pl/oferta/nowa-inwestycja-apartamenty-na-bazantowie-ID3MmhS.html#ae81835cb2
51.42,apartamentowiec,5.0,2,,0.0,pierwotny,277500.0,,https://www.otodom.pl/oferta/2pok-z-ogrodem-przy-parku-slaskimgotowe-w-tym-roku-ID3M6vc.html#ae81835cb2
110.63,,1.0,4,1938.0,0.0,wtórny,275000.0,do remontu,https://www.otodom.pl/oferta/mieszkanie-110-63-m-katowice-ID3MmL6.html#ae81835cb2
71.51,apartamentowiec,4.0,3,,0.0,pierwotny,468963.0,do wykończenia,https://www.otodom.pl/oferta/nowa-inwestycja-apartamenty-na-bazantowie-ID3MmhG.html#ae81835cb2
71.51,apartamentowiec,4.0,3,,1.0,pierwotny,414758.0,do wykończenia,https://www.otodom.pl/oferta/nowa-inwestycja-apartamenty-na-bazantowie-ID3Mmi8.html#ae81835cb2
67.51,blok,7.0,3,,3.0,wtórny,399000.0,do zamieszkania,https://www.otodom.pl/oferta/mieszkanie-na-koszutce-z-miejscem-parkingowym-ID3MsDG.html#ae81835cb2
113.0,kamienica,4.0,3,1900.0,0.0,wtórny,450000.0,do remontu,https://www.otodom.pl/oferta/centrum-atrakcyjne-mieszkanie-do-remontu-ID3eqrs.html#d3db507e47
105.4,apartamentowiec,1.0,3,2017.0,1.0,pierwotny,599900.0,do wykończenia,https://www.otodom.pl/oferta/ekskluzywny-apartament-ze-105m-tarasem-na-podlesiu-ID3eOlc.html#d3db507e47
61.22,apartamentowiec,4.0,3,,0.0,pierwotny,422418.0,do wykończenia,https://www.otodom.pl/oferta/nowa-inwestycja-apartamenty-na-bazantowie-ID3MmhV.html#ae81835cb2
52.0,kamienica,2.0,2,1930.0,1.0,wtórny,129000.0,do remontu,https://www.otodom.pl/oferta/cicha-okolica-niska-zabudowa-do-remontu-ID3ieHs.html#d3db507e47
35.0,blok,2.0,2,,1.0,wtórny,150000.0,do zamieszkania,https://www.otodom.pl/oferta/turkusowe-studio-ID3gWfy.html#d3db507e47
47.0,,3.0,2,2013.0,0.0,wtórny,299000.0,,https://www.otodom.pl/oferta/mala-skandynawia-dwupokojowe-z-ogrodkiem-47m2-ID3ikJA.html#d3db507e47
73.0,apartamentowiec,,3,,2.0,wtórny,590000.0,do zamieszkania,https://www.otodom.pl/oferta/mieszkanie-73-m-katowice-ID3jSce.html#d3db507e47
90.0,kamienica,3.0,3,1900.0,3.0,wtórny,700000.0,do zamieszkania,https://www.otodom.pl/oferta/ekskluzywne-mieszkanie-w-scislym-centrum-ID3gnOs.html#d3db507e47
82.97,apartamentowiec,2.0,4,2017.0,0.0,pierwotny,373365.0,do wykończenia,https://www.otodom.pl/oferta/mieszkanie-82-97-m-katowice-ID3knPa.html#d3db507e47
75.0,blok,4.0,3,1990.0,3.0,wtórny,349000.0,do zamieszkania,https://www.otodom.pl/oferta/k-ce-giszowiec-75m-trzy-niezalezne-pokoje-ID3l3mm.html#d3db507e47
51.42,apartamentowiec,5.0,2,2018.0,0.0,pierwotny,285581.0,do wykończenia,https://www.otodom.pl/oferta/ustawne-m4-zamieszkaj-w-poblizu-parku-ID3lHU4.html#d3db507e47
139.52,szeregowiec,2.0,3,1910.0,1.0,wtórny,399900.0,do zamieszkania,https://www.otodom.pl/oferta/mieszkanie-dwupoziomowe-na-koszutce-ID3lLkW.html#d3db507e47
